ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
9884,F,Ship,7,4,277,5,low,M,4,1373,0,food,7,21,10,0,1,1,local,1,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9885,A,Ship,6,1,259,4,low,F,4,1198,0,food,23,48,5,0,1,0,international,0,standard,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9886,B,Ship,5,1,275,5,low,M,6,1156,1,electronics,58,39,29,0,0,0,domestic,1,express,high,balanced,no_plastic,1,Molded Pulp Tray + Corrugated Box
9887,C,Ship,6,3,298,4,low,F,9,1515,1,glass_items,47,5,17,1,1,0,domestic,1,express,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
9888,F,Ship,5,2,243,5,medium,F,4,1385,0,electronics,5,49,11,0,0,0,domestic,1,standard,low,low_cost,compostable_only,0,Recycled Cardboard Box
9889,D,Ship,7,2,255,4,medium,F,10,1372,0,food,24,42,24,0,0,1,international,1,express,high,low_cost,only_recyclable,0,Insulated Compostable Food Pack
9890,F,Ship,4,5,232,5,low,F,3,1817,0,books,41,42,34,1,1,0,international,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
9891,A,Ship,3,4,247,3,low,F,4,5844,0,books,6,29,21,0,1,0,domestic,1,standard,low,low_cost,only_recyclable,1,Leak-proof Compostable Container
9892,B,Ship,4,4,272,2,low,M,1,4013,1,cosmetics,14,14,21,1,1,0,local,0,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9893,C,Ship,4,1,171,2,medium,F,10,4536,0,cosmetics,10,18,28,1,0,0,domestic,0,standard,medium,balanced,no_restrictions,0,Corrugated Box + Molded Pulp
9894,F,Ship,5,5,211,3,medium,F,7,5983,1,books,54,49,31,0,0,0,local,1,express,low,balanced,only_recyclable,0,100% Recyclable Cardboard Box
9895,D,Ship,3,1,271,3,medium,M,1,5486,1,glass_items,16,36,15,0,1,1,domestic,1,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9896,F,Ship,6,1,155,5,medium,F,8,4882,0,electronics,9,43,21,1,0,0,domestic,1,express,medium,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
9897,A,Ship,4,5,220,3,medium,F,1,4912,1,books,28,27,34,1,0,0,local,1,express,high,max_sustainability,no_restrictions,1,Molded Pulp Tray + Corrugated Box
9898,B,Ship,3,5,220,3,low,F,5,4407,0,books,33,44,18,1,0,0,domestic,1,express,medium,max_sustainability,compostable_only,1,Molded Pulp Tray + Corrugated Box
9899,C,Ship,2,1,285,3,high,F,7,4999,0,cosmetics,37,40,19,0,1,0,domestic,0,standard,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9900,F,Ship,3,1,109,6,low,F,6,5457,1,books,22,12,5,1,0,1,domestic,1,standard,low,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
9901,D,Ship,3,2,194,3,medium,F,7,4727,1,food,21,38,4,0,0,0,local,1,standard,high,balanced,no_plastic,1,Corrugated Box + Molded Pulp
9902,F,Ship,3,5,214,2,medium,F,6,4578,0,food,56,13,33,1,0,1,local,1,express,low,balanced,only_recyclable,0,Insulated Compostable Food Pack
9903,A,Ship,3,5,161,3,low,F,10,5663,1,food,27,31,34,0,0,1,domestic,0,express,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
9904,B,Ship,3,3,202,4,medium,M,10,5137,1,books,27,42,4,0,1,1,domestic,1,express,high,low_cost,compostable_only,0,Leak-proof Compostable Container
9905,C,Ship,3,2,179,8,high,M,3,4584,0,books,9,6,15,1,0,0,local,1,standard,low,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9906,F,Ship,5,1,137,5,low,M,4,4586,1,cosmetics,38,23,33,0,1,1,international,1,standard,medium,low_cost,only_recyclable,0,Leak-proof Compostable Container
9907,D,Ship,6,2,173,3,medium,F,4,5970,0,glass_items,12,41,5,0,1,0,international,1,standard,low,balanced,no_plastic,0,Leak-proof Compostable Container
9908,F,Ship,3,1,243,3,medium,M,6,5371,0,electronics,22,17,29,1,1,0,international,1,standard,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9909,A,Ship,4,5,258,5,medium,M,2,1481,0,clothing,57,11,20,1,0,0,domestic,1,standard,low,low_cost,only_recyclable,0,Recycled Cardboard Box
9910,B,Ship,6,2,245,4,low,F,9,1594,0,books,10,18,36,1,1,1,international,1,express,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9911,C,Ship,6,4,296,4,low,M,4,1973,0,food,17,45,19,0,0,1,domestic,0,standard,medium,max_sustainability,no_restrictions,0,Insulated Compostable Food Pack
9912,F,Ship,5,5,267,5,low,F,1,1352,1,glass_items,6,22,4,0,0,0,domestic,1,standard,low,balanced,compostable_only,0,Compostable Paper Wrap Pack
9913,D,Ship,6,1,268,4,medium,M,10,1958,0,cosmetics,40,15,4,0,1,1,domestic,0,standard,medium,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
9914,F,Ship,7,2,277,5,low,F,7,1260,1,books,56,21,6,1,1,0,local,1,standard,high,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
9915,A,Ship,6,2,259,4,low,F,10,2000,1,cosmetics,7,27,9,1,0,1,domestic,0,express,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
9916,B,Ship,5,3,275,5,low,F,2,1816,0,food,8,42,6,1,0,1,domestic,1,express,medium,balanced,compostable_only,1,Insulated Compostable Food Pack
9917,C,Ship,6,2,298,4,low,M,2,1648,0,books,17,9,33,1,0,0,domestic,0,express,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
9918,F,Ship,5,5,243,5,medium,M,2,1817,0,glass_items,48,33,9,1,1,1,domestic,0,standard,low,low_cost,no_restrictions,0,Leak-proof Compostable Container
9919,D,Ship,6,5,280,4,low,F,3,1819,1,glass_items,47,29,27,1,0,1,domestic,1,express,low,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
9920,F,Ship,6,3,277,4,medium,M,6,1623,1,cosmetics,43,16,7,0,1,0,domestic,0,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
9921,A,Ship,6,4,284,4,low,F,7,1518,1,food,54,21,5,1,1,0,domestic,0,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
9922,B,Ship,4,1,258,5,low,M,8,1306,0,cosmetics,25,28,21,0,0,0,domestic,0,standard,medium,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
9923,C,Ship,7,1,254,4,low,F,5,1865,1,books,54,6,31,1,1,1,local,1,express,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9924,F,Ship,5,4,263,5,medium,M,8,1548,0,food,49,17,27,0,1,1,international,0,standard,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9925,D,Ship,6,2,267,4,low,M,10,1580,0,books,27,15,3,1,1,0,local,1,standard,high,balanced,compostable_only,0,Leak-proof Compostable Container
9926,F,Ship,6,3,247,4,medium,M,7,1626,1,cosmetics,53,28,27,0,1,0,domestic,0,express,low,balanced,no_restrictions,0,Leak-proof Compostable Container
9927,A,Ship,5,1,233,5,medium,F,6,1631,1,glass_items,22,10,26,0,1,0,domestic,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
9928,B,Ship,7,2,254,4,medium,F,9,1788,0,food,24,13,33,0,1,1,domestic,1,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
9929,C,Ship,6,1,289,5,medium,M,7,1223,0,glass_items,46,15,29,0,0,0,local,1,express,low,max_sustainability,no_restrictions,1,Molded Pulp Tray + Corrugated Box
9930,F,Ship,6,2,282,4,medium,M,6,1674,0,clothing,32,47,5,0,0,0,international,1,express,low,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
9931,D,Ship,5,3,243,6,medium,M,10,1729,1,food,9,13,28,0,1,1,local,1,express,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9932,F,Ship,5,3,243,5,medium,M,8,1223,1,food,12,27,8,0,0,1,international,0,standard,low,balanced,compostable_only,0,Insulated Compostable Food Pack
9933,A,Ship,4,2,228,5,low,F,3,1473,1,glass_items,14,47,21,1,0,1,domestic,0,express,high,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
9934,B,Ship,5,5,235,5,low,M,4,1758,0,electronics,18,27,18,0,1,1,international,0,standard,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
9935,C,Ship,4,4,274,6,low,M,10,1355,1,glass_items,20,30,13,1,0,1,domestic,1,standard,high,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
9936,F,Ship,6,4,254,5,medium,F,10,1435,0,books,41,8,34,1,1,0,international,1,standard,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9937,D,Ship,4,5,251,6,low,F,1,1625,0,glass_items,55,19,11,0,0,0,domestic,0,standard,high,balanced,compostable_only,0,Compostable Paper Wrap Pack
9938,F,Ship,7,1,310,4,medium,F,8,1601,1,electronics,15,41,7,0,0,1,international,0,express,medium,balanced,no_plastic,1,Insulated Compostable Food Pack
9939,A,Ship,7,3,288,4,medium,M,3,1989,0,electronics,20,16,2,1,1,0,international,0,standard,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
9940,B,Ship,4,3,218,5,medium,F,9,1024,0,electronics,48,49,7,0,1,0,local,0,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
9941,C,Ship,5,5,251,5,medium,F,10,1683,0,books,29,21,14,1,0,0,local,1,standard,high,max_sustainability,compostable_only,0,Molded Pulp Tray + Corrugated Box
9942,F,Ship,5,3,263,5,medium,F,6,1192,0,books,13,11,34,0,0,0,domestic,1,standard,low,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9943,D,Ship,4,4,266,6,low,F,2,1776,1,clothing,28,23,39,1,1,1,international,1,express,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
9944,F,Ship,6,2,307,4,low,F,9,1674,0,food,38,20,32,0,1,1,domestic,0,express,low,low_cost,only_recyclable,1,Leak-proof Compostable Container
9945,A,Ship,7,5,268,4,medium,F,9,1754,1,books,30,15,31,0,1,1,domestic,1,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
9946,B,Ship,6,5,157,5,low,F,10,1133,0,electronics,25,28,36,1,1,1,international,0,standard,low,max_sustainability,compostable_only,1,Leak-proof Compostable Container
9947,C,Ship,7,3,262,4,low,F,1,1384,1,electronics,36,36,29,1,0,1,international,0,standard,medium,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
9948,F,Ship,4,2,245,5,medium,M,10,1668,1,food,52,49,32,0,1,0,international,1,express,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
9949,D,Ship,5,5,217,6,medium,M,5,1616,0,food,52,42,7,1,0,0,local,1,express,low,balanced,no_restrictions,1,Molded Pulp Tray + Corrugated Box
9950,F,Ship,6,3,259,4,high,F,7,1208,0,food,29,21,14,1,1,0,international,0,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
9951,A,Ship,5,2,238,5,low,F,4,1962,0,electronics,7,35,38,0,0,1,domestic,1,express,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
9952,B,Ship,6,4,288,4,medium,F,9,1575,0,glass_items,25,34,29,1,0,1,domestic,0,express,low,low_cost,compostable_only,0,Insulated Compostable Food Pack
9953,C,Ship,7,4,284,4,low,M,3,1751,1,cosmetics,31,7,15,1,0,1,international,1,standard,medium,balanced,no_restrictions,0,Insulated Compostable Food Pack
9954,F,Ship,4,4,243,5,medium,M,2,1842,0,clothing,11,9,14,1,1,1,domestic,0,standard,medium,balanced,no_plastic,1,Leak-proof Compostable Container
9955,D,Ship,6,2,260,4,low,F,8,1522,0,food,17,28,4,0,1,0,local,0,standard,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9956,F,Ship,4,3,264,5,low,F,2,1541,0,clothing,42,32,24,0,1,1,local,0,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
9957,A,Ship,5,2,269,5,medium,F,10,1113,1,cosmetics,46,14,19,0,1,0,international,0,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
9958,B,Ship,7,4,282,4,low,M,6,1800,0,cosmetics,21,45,38,0,0,1,domestic,1,express,medium,low_cost,only_recyclable,0,Insulated Compostable Food Pack
9959,C,Ship,5,2,250,6,low,M,1,1296,1,food,22,34,18,1,1,0,local,1,express,high,balanced,no_restrictions,1,Leak-proof Compostable Container
9960,F,Ship,5,5,230,5,low,F,8,1067,0,food,56,17,2,1,1,1,international,1,express,low,low_cost,compostable_only,1,Leak-proof Compostable Container
9961,D,Ship,6,5,254,4,high,F,10,1217,0,cosmetics,57,41,3,0,1,0,international,0,standard,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
9962,F,Ship,5,4,256,5,low,M,2,1723,1,food,15,10,28,1,1,1,international,0,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
9963,A,Ship,4,2,255,5,low,F,7,1378,0,clothing,32,16,12,0,1,0,local,1,express,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
9964,B,Ship,7,3,306,4,low,M,2,1790,1,cosmetics,58,43,37,0,0,1,local,1,express,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
9965,C,Ship,6,2,189,2,low,F,2,1837,0,glass_items,18,48,23,1,1,0,international,1,express,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
9966,F,Ship,6,3,280,4,low,M,2,1753,0,cosmetics,16,34,17,1,1,0,international,0,standard,medium,balanced,no_plastic,0,Leak-proof Compostable Container
9967,D,Ship,6,5,310,4,medium,F,10,1553,0,clothing,38,6,5,1,0,0,domestic,1,express,medium,low_cost,compostable_only,1,Compostable Paper Wrap Pack
9968,F,Ship,5,4,266,2,medium,M,1,5494,0,glass_items,13,41,21,0,0,0,local,0,express,medium,low_cost,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9969,A,Ship,3,3,196,3,low,M,4,5622,0,food,12,46,2,0,1,1,local,0,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
9970,B,Ship,3,2,198,5,medium,F,6,5443,0,clothing,14,31,19,0,0,0,international,1,express,medium,low_cost,no_restrictions,0,Corrugated Box + Molded Pulp
9971,C,Ship,5,5,163,2,high,M,6,5253,1,food,23,26,26,1,0,0,international,1,express,medium,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
9972,F,Ship,3,3,137,3,low,F,8,4742,0,glass_items,33,10,5,1,0,0,local,0,standard,low,balanced,compostable_only,1,Compostable Paper Wrap Pack
9973,D,Ship,3,1,167,2,low,F,8,4171,1,food,41,23,21,0,1,1,local,0,standard,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9974,F,Ship,3,5,115,2,low,M,10,4200,0,books,17,45,29,1,1,0,local,1,express,low,balanced,only_recyclable,0,Leak-proof Compostable Container
9975,A,Road,5,2,192,2,low,M,5,4046,0,clothing,7,24,5,1,1,0,local,1,express,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
9976,B,Road,4,2,238,5,medium,M,9,4618,0,glass_items,8,37,29,1,1,1,local,0,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
9977,C,Road,4,2,142,3,low,M,2,4790,1,electronics,45,49,38,0,0,0,local,1,standard,low,balanced,only_recyclable,1,100% Recyclable Cardboard Box
9978,F,Road,3,2,256,2,low,F,7,5725,1,clothing,53,41,10,0,0,1,international,0,standard,high,balanced,no_plastic,0,Insulated Compostable Food Pack
9979,D,Road,4,1,208,3,medium,F,7,4592,0,cosmetics,43,23,10,0,1,0,domestic,1,standard,medium,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
9980,F,Road,3,2,257,2,medium,M,8,4242,1,glass_items,58,28,19,1,0,1,domestic,1,express,low,balanced,no_plastic,0,Insulated Compostable Food Pack
9981,A,Road,4,3,227,3,medium,M,8,5829,1,electronics,48,21,22,1,1,1,domestic,0,standard,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9982,B,Road,4,2,219,4,low,M,8,5660,0,food,35,30,10,0,1,0,domestic,0,standard,high,balanced,only_recyclable,0,Leak-proof Compostable Container
9983,C,Road,5,3,202,2,low,F,9,5645,1,glass_items,20,7,17,0,1,1,international,1,standard,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
9984,F,Road,4,2,158,3,medium,F,9,4078,1,electronics,26,40,21,1,1,1,domestic,1,express,high,balanced,no_restrictions,1,Leak-proof Compostable Container
9985,D,Road,6,3,235,3,low,F,7,4829,1,books,39,32,20,1,1,1,domestic,0,standard,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
9986,F,Road,4,4,233,3,low,M,9,4300,1,clothing,27,18,11,1,0,1,local,0,express,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
9987,A,Road,4,5,244,3,medium,M,3,5857,1,food,10,40,9,0,1,1,domestic,0,standard,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
9988,B,Road,3,5,244,5,medium,F,10,4163,0,glass_items,36,35,39,1,0,1,international,0,standard,medium,low_cost,only_recyclable,1,Insulated Compostable Food Pack
9989,C,Road,3,5,148,3,low,M,4,5919,0,glass_items,47,7,3,0,1,0,international,1,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
9990,F,Road,5,5,171,2,high,M,8,4602,0,food,34,24,15,0,1,1,local,0,express,low,balanced,compostable_only,1,Leak-proof Compostable Container
9991,D,Road,5,2,197,5,low,F,4,4196,1,glass_items,44,35,18,0,1,1,international,0,express,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
9992,F,Road,3,1,256,3,low,F,5,5643,0,cosmetics,51,5,25,0,0,0,local,1,standard,medium,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
9993,A,Road,6,3,223,2,medium,M,7,5007,0,clothing,18,39,30,1,0,1,local,1,standard,high,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
9994,B,Road,5,2,271,4,low,F,4,4066,0,electronics,35,49,25,0,0,1,international,1,standard,low,balanced,compostable_only,1,Insulated Compostable Food Pack
9995,C,Road,2,1,135,4,medium,F,8,5001,1,books,23,46,39,0,1,0,local,1,express,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
9996,F,Road,6,4,272,2,low,M,7,4145,0,food,52,6,15,1,0,1,domestic,1,standard,low,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
9997,D,Flight,3,1,265,3,medium,F,10,4244,0,clothing,19,7,15,0,0,0,international,0,standard,low,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
9998,F,Flight,5,5,180,2,high,M,5,4585,1,books,10,9,9,1,0,1,domestic,0,standard,medium,low_cost,no_restrictions,1,Insulated Compostable Food Pack
9999,A,Flight,5,3,187,3,low,M,2,5967,0,books,59,16,17,1,1,1,domestic,0,express,low,low_cost,compostable_only,0,Leak-proof Compostable Container
10000,B,Flight,3,3,158,3,low,M,1,5502,0,books,14,7,31,1,0,0,domestic,1,express,low,balanced,no_plastic,0,Corrugated Box + Molded Pulp
10001,C,Flight,4,1,234,2,medium,F,4,5164,0,cosmetics,53,30,29,1,0,1,international,0,express,medium,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
10002,F,Flight,6,4,224,5,medium,M,10,5602,0,books,59,7,32,0,0,1,local,0,standard,medium,low_cost,compostable_only,1,Insulated Compostable Food Pack
10003,D,Flight,4,4,153,3,medium,M,3,4422,1,electronics,38,39,2,1,0,0,international,1,standard,medium,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
10004,F,Flight,3,5,125,2,low,F,2,4182,1,cosmetics,39,22,22,0,0,1,domestic,0,express,medium,balanced,only_recyclable,1,Insulated Compostable Food Pack
10005,A,Flight,4,1,204,3,medium,M,3,4310,0,glass_items,21,18,6,0,0,0,domestic,1,express,medium,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
10006,B,Flight,3,1,199,3,high,M,3,5127,0,cosmetics,51,10,24,1,1,0,local,1,standard,low,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
10007,C,Flight,3,4,216,3,low,F,3,5149,0,glass_items,46,39,10,1,0,0,local,1,express,medium,balanced,no_restrictions,1,Molded Pulp Tray + Corrugated Box
10008,F,Flight,4,3,183,3,low,F,6,5712,1,cosmetics,22,6,33,1,0,0,local,1,standard,medium,balanced,compostable_only,0,Compostable Paper Wrap Pack
10009,D,Flight,4,3,136,3,medium,F,4,5769,1,cosmetics,8,19,17,0,1,0,domestic,0,standard,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
10010,F,Flight,4,1,269,3,low,F,3,4409,1,electronics,46,27,19,0,0,0,local,1,standard,low,balanced,no_plastic,0,Molded Pulp Tray + Corrugated Box
10011,A,Flight,5,5,105,4,low,M,6,5135,1,cosmetics,57,39,4,0,1,1,international,0,express,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
10012,B,Flight,4,2,253,2,low,F,4,4502,1,glass_items,34,33,34,0,0,0,international,0,standard,high,balanced,only_recyclable,0,100% Recyclable Cardboard Box
10013,C,Flight,3,1,263,3,medium,M,4,4616,0,food,36,34,37,1,0,0,local,1,express,low,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
10014,F,Flight,4,1,266,3,low,M,10,4382,0,books,59,13,13,1,0,0,local,0,express,high,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
10015,D,Flight,3,3,185,2,low,M,4,4746,0,clothing,50,27,28,1,0,0,international,0,express,medium,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
